814,"IFGLEXPOR","IFGL Refractories Limited","IFGLEXPOR.NS"
815,"IGARASHI","Igarashi Motors India Limited","IGARASHI.NS"
816,"IGIL","International Gemmological Institute (India) Limited","IGIL.NS"
817,"IGL","Indraprastha Gas Limited","IGL.NS"
818,"IGPL","IG Petrochemicals Limited","IGPL.NS"
819,"IIFL","IIFL Finance Limited","IIFL.NS"
820,"IIFLCAPS","IIFL Capital Services Limited","IIFLCAPS.NS"
821,"IITL","Industrial Investment Trust Limited","IITL.NS"
822,"IKIO","IKIO Technologies Limited","IKIO.NS"
823,"IKS","Inventurus Knowledge Solutions Limited","IKS.NS"
824,"IL&FSENGG","IL&FS Engineering and Construction Company Limited","IL&FSENGG.NS"
825,"IL&FSTRANS","IL&FS Transportation Networks Limited","IL&FSTRANS.NS"
826,"IMAGICAA","Imagicaaworld Entertainment Limited","IMAGICAA.NS"
827,"IMFA","Indian Metals & Ferro Alloys Limited","IMFA.NS"
828,"IMPAL","India Motor Parts and Accessories Limited","IMPAL.NS"
829,"IMPEXFERRO","Impex Ferro Tech Limited","IMPEXFERRO.NS"
830,"INCREDIBLE","INCREDIBLE INDUSTRIES LIMITED","INCREDIBLE.NS"
831,"INDBANK","Indbank Merchant Banking Services Limited","INDBANK.NS"
832,"INDGN","Indegene Limited","INDGN.NS"
833,"INDHOTEL","The Indian Hotels Company Limited","INDHOTEL.NS"
834,"INDIACEM","The India Cements Limited","INDIACEM.NS"
835,"INDIAGLYCO","India Glycols Limited","INDIAGLYCO.NS"
836,"INDIAMART","Indiamart Intermesh Limited","INDIAMART.NS"
837,"INDIANB","Indian Bank","INDIANB.NS"
838,"INDIANCARD","Indian Card Clothing Company Limited","INDIANCARD.NS"
839,"INDIANHUME","Indian Hume Pipe Company Limited","INDIANHUME.NS"
840,"INDIASHLTR","India Shelter Finance Corporation Limited","INDIASHLTR.NS"
841,"INDIGO","InterGlobe Aviation Limited","INDIGO.NS"
842,"INDIGOPNTS","Indigo Paints Limited","INDIGOPNTS.NS"
843,"INDNIPPON","India Nippon Electricals Limited","INDNIPPON.NS"
844,"INDOAMIN","Indo Amines Limited","INDOAMIN.NS"
845,"INDOBORAX","Indo Borax & Chemicals Limited","INDOBORAX.NS"
846,"INDOCO","Indoco Remedies Limited","INDOCO.NS"
847,"INDOFARM","Indo Farm Equipment Limited","INDOFARM.NS"
848,"INDORAMA","Indo Rama Synthetics (India) Limited","INDORAMA.NS"
849,"INDOSTAR","IndoStar Capital Finance Limited","INDOSTAR.NS"
850,"INDOTECH","Indo Tech Transformers Limited","INDOTECH.NS"
851,"INDOTHAI","Indo Thai Securities Limited","INDOTHAI.NS"
852,"INDOUS","Indo Us Biotech Limited","INDOUS.NS"
853,"INDOWIND","Indowind Energy Limited","INDOWIND.NS"
854,"INDRAMEDCO","Indraprastha Medical Corporation Limited","INDRAMEDCO.NS"
855,"INDSWFTLAB","Ind-Swift Laboratories Limited","INDSWFTLAB.NS"
856,"INDSWFTLTD","Ind-Swift Limited","INDSWFTLTD.NS"
857,"INDTERRAIN","Indian Terrain Fashions Limited","INDTERRAIN.NS"
858,"INDUSINDBK","IndusInd Bank Limited","INDUSINDBK.NS"
859,"INDUSTOWER","Indus Towers Limited","INDUSTOWER.NS"
860,"INFIBEAM","Infibeam Avenues Limited","INFIBEAM.NS"
861,"INFOBEAN","InfoBeans Technologies Limited","INFOBEAN.NS"
862,"INFOMEDIA","Infomedia Press Limited","INFOMEDIA.NS"
863,"INFY","Infosys Limited","INFY.NS"
864,"INGERRAND","Ingersoll Rand (India) Limited","INGERRAND.NS"
865,"INNOVACAP","Innova Captab Limited","INNOVACAP.NS"
866,"INNOVANA","Innovana Thinklabs Limited","INNOVANA.NS"
867,"INOXGREEN","Inox Green Energy Services Limited","INOXGREEN.NS"
868,"INOXINDIA","INOX India Limited","INOXINDIA.NS"
869,"INOXWIND","Inox Wind Limited","INOXWIND.NS"
870,"INSECTICID","Insecticides (India) Limited","INSECTICID.NS"
871,"INSPIRISYS","Inspirisys Solutions Limited","INSPIRISYS.NS"
872,"INTELLECT","Intellect Design Arena Limited","INTELLECT.NS"
873,"INTENTECH","Intense Technologies Limited","INTENTECH.NS"
874,"INTERARCH","Interarch Building Solutions Limited","INTERARCH.NS"
875,"INTLCONV","International Conveyors Limited","INTLCONV.NS"
876,"INVENTURE","Inventure Growth & Securities Limited","INVENTURE.NS"
877,"IOB","Indian Overseas Bank","IOB.NS"
878,"IOC","Indian Oil Corporation Limited","IOC.NS"
879,"IOLCP","IOL Chemicals and Pharmaceuticals Limited","IOLCP.NS"
880,"IONEXCHANG","ION Exchange (India) Limited","IONEXCHANG.NS"
881,"IPCALAB","IPCA Laboratories Limited","IPCALAB.NS"
882,"IPL","India Pesticides Limited","IPL.NS"
883,"IRB","IRB Infrastructure Developers Limited","IRB.NS"
884,"IRCON","Ircon International Limited","IRCON.NS"
885,"IRCTC","Indian Railway Catering And Tourism Corporation Limited","IRCTC.NS"
886,"IREDA","Indian Renewable Energy Development Agency Limited","IREDA.NS"
887,"IRFC","Indian Railway Finance Corporation Limited","IRFC.NS"
888,"IRIS","Iris Business Services Limited","IRIS.NS"
889,"IRISDOREME","Iris Clothings Limited","IRISDOREME.NS"
890,"IRMENERGY","IRM Energy Limited","IRMENERGY.NS"
891,"ISFT","Intrasoft Technologies Limited","ISFT.NS"
892,"ISGEC","Isgec Heavy Engineering Limited","ISGEC.NS"
893,"ISHANCH","Ishan Dyes and Chemicals Limited","ISHANCH.NS"
894,"ITC","ITC Limited","ITC.NS"
895,"ITCHOTELS","ITC Hotels Limited","ITCHOTELS.NS"
896,"ITDC","India Tourism Development Corporation Limited","ITDC.NS"
897,"ITDCEM","ITD Cementation India Limited","ITDCEM.NS"
898,"ITI","ITI Limited","ITI.NS"
899,"IVC","IL&FS Investment Managers Limited","IVC.NS"
900,"IVP","IVP Limited","IVP.NS"
901,"IWEL","Inox Wind Energy Limited","IWEL.NS"
902,"IXIGO","Le Travenues Technology Limited","IXIGO.NS"
903,"IZMO","IZMO Limited","IZMO.NS"
904,"J&KBANK","The Jammu & Kashmir Bank Limited","J&KBANK.NS"
905,"JAGRAN","Jagran Prakashan Limited","JAGRAN.NS"
906,"JAGSNPHARM","Jagsonpal Pharmaceuticals Limited","JAGSNPHARM.NS"
907,"JAIBALAJI","Jai Balaji Industries Limited","JAIBALAJI.NS"
908,"JAICORPLTD","Jai Corp Limited","JAICORPLTD.NS"
909,"JAIPURKURT","Nandani Creation Limited","JAIPURKURT.NS"
910,"JAMNAAUTO","Jamna Auto Industries Limited","JAMNAAUTO.NS"
911,"JASH","Jash Engineering Limited","JASH.NS"
912,"JAYAGROGN","Jayant Agro Organics Limited","JAYAGROGN.NS"
913,"JAYBARMARU","Jay Bharat Maruti Limited","JAYBARMARU.NS"
914,"JAYNECOIND","Jayaswal Neco Industries Limited","JAYNECOIND.NS"
915,"JAYSREETEA","Jayshree Tea & Industries Limited","JAYSREETEA.NS"
916,"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","JBCHEPHARM.NS"
917,"JBMA","JBM Auto Limited","JBMA.NS"
918,"JCHAC","Johnson Controls - Hitachi Air Conditioning India Limited","JCHAC.NS"
919,"JETFREIGHT","Jet Freight Logistics Limited","JETFREIGHT.NS"
920,"JGCHEM","J.G.Chemicals Limited","JGCHEM.NS"
921,"JHS","JHS Svendgaard Laboratories Limited","JHS.NS"
922,"JINDALPHOT","Jindal Photo Limited","JINDALPHOT.NS"
923,"JINDALPOLY","Jindal Poly Films Limited","JINDALPOLY.NS"
924,"JINDALSAW","Jindal Saw Limited","JINDALSAW.NS"
925,"JINDALSTEL","Jindal Steel & Power Limited","JINDALSTEL.NS"
926,"JINDRILL","Jindal Drilling And Industries Limited","JINDRILL.NS"
927,"JINDWORLD","Jindal Worldwide Limited","JINDWORLD.NS"
928,"JIOFIN","Jio Financial Services Limited","JIOFIN.NS"
929,"JISLDVREQS","Jain Irrigation Systems Limited","JISLDVREQS.NS"
930,"JISLJALEQS","Jain Irrigation Systems Limited","JISLJALEQS.NS"
931,"JITFINFRA","JITF Infralogistics Limited","JITFINFRA.NS"
932,"JKCEMENT","JK Cement Limited","JKCEMENT.NS"
933,"JKIL","J.Kumar Infraprojects Limited","JKIL.NS"
934,"JKLAKSHMI","JK Lakshmi Cement Limited","JKLAKSHMI.NS"
935,"JKPAPER","JK Paper Limited","JKPAPER.NS"
936,"JKTYRE","JK Tyre & Industries Limited","JKTYRE.NS"
937,"JLHL","Jupiter Life Line Hospitals Limited","JLHL.NS"
938,"JMA","Jullundur Motor Agency (Delhi) Limited","JMA.NS"
939,"JMFINANCIL","JM Financial Limited","JMFINANCIL.NS"
940,"JNKINDIA","JNK India Limited","JNKINDIA.NS"
941,"JOCIL","Jocil Limited","JOCIL.NS"
942,"JPOLYINVST","Jindal Poly Investment and Finance Company Limited","JPOLYINVST.NS"
943,"JPPOWER","Jaiprakash Power Ventures Limited","JPPOWER.NS"
944,"JSFB","Jana Small Finance Bank Limited","JSFB.NS"
945,"JSL","Jindal Stainless Limited","JSL.NS"
946,"JSWENERGY","JSW Energy Limited","JSWENERGY.NS"
947,"JSWHL","JSW Holdings Limited","JSWHL.NS"
948,"JSWINFRA","JSW Infrastructure Limited","JSWINFRA.NS"
949,"JSWSTEEL","JSW Steel Limited","JSWSTEEL.NS"
950,"JTEKTINDIA","Jtekt India Limited","JTEKTINDIA.NS"
951,"JTLIND","JTL INDUSTRIES LIMITED","JTLIND.NS"
952,"JUBLCPL","Jubilant Agri and Consumer Products Limited","JUBLCPL.NS"
953,"JUBLFOOD","Jubilant Foodworks Limited","JUBLFOOD.NS"
954,"JUBLINGREA","Jubilant Ingrevia Limited","JUBLINGREA.NS"
955,"JUBLPHARMA","Jubilant Pharmova Limited","JUBLPHARMA.NS"
956,"JUNIPER","Juniper Hotels Limited","JUNIPER.NS"
957,"JUSTDIAL","Just Dial Limited","JUSTDIAL.NS"
958,"JWL","Jupiter Wagons Limited","JWL.NS"
959,"JYOTHYLAB","Jyothy Labs Limited","JYOTHYLAB.NS"
960,"JYOTICNC","Jyoti CNC Automation Limited","JYOTICNC.NS"
961,"JYOTISTRUC","Jyoti Structures Limited","JYOTISTRUC.NS"
962,"KABRAEXTRU","Kabra Extrusion Technik Limited","KABRAEXTRU.NS"
963,"KAJARIACER","Kajaria Ceramics Limited","KAJARIACER.NS"
964,"KAKATCEM","Kakatiya Cement Sugar & Industries Limited","KAKATCEM.NS"
965,"KALAMANDIR","Sai Silks (Kalamandir) Limited","KALAMANDIR.NS"
966,"KALYANI","Kalyani Commercials Limited","KALYANI.NS"
967,"KALYANIFRG","Kalyani Forge Limited","KALYANIFRG.NS"
968,"KALYANKJIL","Kalyan Jewellers India Limited","KALYANKJIL.NS"
969,"KAMATHOTEL","Kamat Hotels (I) Limited","KAMATHOTEL.NS"
970,"KAMDHENU","Kamdhenu Limited","KAMDHENU.NS"
971,"KAMOPAINTS","Kamdhenu Ventures Limited","KAMOPAINTS.NS"
972,"KANANIIND","Kanani Industries Limited","KANANIIND.NS"
973,"KANORICHEM","Kanoria Chemicals & Industries Limited","KANORICHEM.NS"
974,"KANPRPLA","Kanpur Plastipack Limited","KANPRPLA.NS"
975,"KANSAINER","Kansai Nerolac Paints Limited","KANSAINER.NS"
976,"KAPSTON","Kapston Services Limited","KAPSTON.NS"
977,"KARMAENG","Karma Energy Limited","KARMAENG.NS"
978,"KARURVYSYA","Karur Vysya Bank Limited","KARURVYSYA.NS"
979,"KAUSHALYA","Kaushalya Infrastructure Development Corporation Limited","KAUSHALYA.NS"
980,"KAVVERITEL","Kavveri Telecom Products Limited","KAVVERITEL.NS"
981,"KAYA","Kaya Limited","KAYA.NS"
982,"KAYNES","Kaynes Technology India Limited","KAYNES.NS"
983,"KBCGLOBAL","KBC Global Limited","KBCGLOBAL.NS"
984,"KCP","KCP Limited","KCP.NS"
985,"KCPSUGIND","KCP Sugar and Industries Corporation Limited","KCPSUGIND.NS"
986,"KDDL","KDDL Limited","KDDL.NS"
987,"KEC","KEC International Limited","KEC.NS"
988,"KECL","Kirloskar Electric Company Limited","KECL.NS"
989,"KEEPLEARN","DSJ Keep Learning Limited","KEEPLEARN.NS"
990,"KEI","KEI Industries Limited","KEI.NS"
991,"KELLTONTEC","Kellton Tech Solutions Limited","KELLTONTEC.NS"
992,"KERNEX","Kernex Microsystems (India) Limited","KERNEX.NS"
993,"KESORAMIND","Kesoram Industries Limited","KESORAMIND.NS"
994,"KEYFINSERV","Keynote Financial Services Limited","KEYFINSERV.NS"
995,"KFINTECH","Kfin Technologies Limited","KFINTECH.NS"
996,"KHADIM","Khadim India Limited","KHADIM.NS"
997,"KHAICHEM","Khaitan Chemicals & Fertilizers Limited","KHAICHEM.NS"
998,"KHAITANLTD","Khaitan (India) Limited","KHAITANLTD.NS"
999,"KHANDSE","Khandwala Securities Limited","KHANDSE.NS"
1000,"KICL","Kalyani Investment Company Limited","KICL.NS"
1001,"KILITCH","Kilitch Drugs (India) Limited","KILITCH.NS"
1002,"KIMS","Krishna Institute of Medical Sciences Limited","KIMS.NS"
1003,"KINGFA","Kingfa Science & Technology (India) Limited","KINGFA.NS"
1004,"KIOCL","KIOCL Limited","KIOCL.NS"
1005,"KIRIINDUS","Kiri Industries Limited","KIRIINDUS.NS"
1006,"KIRLOSBROS","Kirloskar Brothers Limited","KIRLOSBROS.NS"
1007,"KIRLOSENG","Kirloskar Oil Engines Limited","KIRLOSENG.NS"
1008,"KIRLOSIND","Kirloskar Industries Limited","KIRLOSIND.NS"
1009,"KIRLPNU","Kirloskar Pneumatic Company Limited","KIRLPNU.NS"
1010,"KITEX","Kitex Garments Limited","KITEX.NS"
1011,"KKCL","Kewal Kiran Clothing Limited","KKCL.NS"
1012,"KMEW","Knowledge Marine & Engineering Works Limited","KMEW.NS"
1013,"KMSUGAR","K.M.Sugar Mills Limited","KMSUGAR.NS"
1014,"KNRCON","KNR Constructions Limited","KNRCON.NS"
1015,"KOHINOOR","Kohinoor Foods Limited","KOHINOOR.NS"
1016,"KOKUYOCMLN","Kokuyo Camlin Limited","KOKUYOCMLN.NS"
1017,"KOLTEPATIL","Kolte - Patil Developers Limited","KOLTEPATIL.NS"
1018,"KOPRAN","Kopran Limited","KOPRAN.NS"
1019,"KOTAKBANK","Kotak Mahindra Bank Limited","KOTAKBANK.NS"
1020,"KOTARISUG","Kothari Sugars And Chemicals Limited","KOTARISUG.NS"
1021,"KOTHARIPET","Kothari Petrochemicals Limited","KOTHARIPET.NS"
1022,"KOTHARIPRO","Kothari Products Limited","KOTHARIPRO.NS"
1023,"KPEL","K.P. Energy Limited","KPEL.NS"
1024,"KPIGREEN","KPI Green Energy Limited","KPIGREEN.NS"
1025,"KPIL","Kalpataru Projects International Limited","KPIL.NS"
1026,"KPITTECH","KPIT Technologies Limited","KPITTECH.NS"
1027,"KPRMILL","K.P.R. Mill Limited","KPRMILL.NS"
1028,"KRBL","KRBL Limited","KRBL.NS"
1029,"KREBSBIO","Krebs Biochemicals and Industries Limited","KREBSBIO.NS"
1030,"KRIDHANINF","Kridhan Infra Limited","KRIDHANINF.NS"
1031,"KRISHANA","Krishana Phoschem Limited","KRISHANA.NS"
1032,"KRITI","Kriti Industries (India) Limited","KRITI.NS"
1033,"KRITIKA","Kritika Wires Limited","KRITIKA.NS"
1034,"KRITINUT","Kriti Nutrients Limited","KRITINUT.NS"
1035,"KRN","KRN Heat Exchanger and Refrigeration Limited","KRN.NS"
1036,"KRONOX","Kronox Lab Sciences Limited","KRONOX.NS"
1037,"KROSS","Kross Limited","KROSS.NS"
1038,"KRSNAA","Krsnaa Diagnostics Limited","KRSNAA.NS"
1039,"KRYSTAL","Krystal Integrated Services Limited","KRYSTAL.NS"
1040,"KSB","Ksb Limited","KSB.NS"
1041,"KSCL","Kaveri Seed Company Limited","KSCL.NS"
1042,"KSHITIJPOL","Kshitij Polyline Limited","KSHITIJPOL.NS"
1043,"KSL","Kalyani Steels Limited","KSL.NS"
1044,"KSOLVES","Ksolves India Limited","KSOLVES.NS"
1045,"KTKBANK","The Karnataka Bank Limited","KTKBANK.NS"
1046,"KUANTUM","Kuantum Papers Limited","KUANTUM.NS"
1047,"LAGNAM","Lagnam Spintex Limited","LAGNAM.NS"
1048,"LAKPRE","Lakshmi Precision Screws Limited","LAKPRE.NS"
1049,"LAL","Lorenzini Apparels Limited","LAL.NS"
1050,"LALPATHLAB","Dr. Lal Path Labs Ltd.","LALPATHLAB.NS"
1051,"LAMBODHARA","Lambodhara Textiles Limited","LAMBODHARA.NS"
1052,"LANCORHOL","Lancor Holdings Limited","LANCORHOL.NS"
1053,"LANDMARK","Landmark Cars Limited","LANDMARK.NS"
1054,"LAOPALA","La Opala RG Limited","LAOPALA.NS"
1055,"LASA","Lasa Supergenerics Limited","LASA.NS"
1056,"LATENTVIEW","Latent View Analytics Limited","LATENTVIEW.NS"
1057,"LATTEYS","Latteys Industries Limited","LATTEYS.NS"
1058,"LAURUSLABS","Laurus Labs Limited","LAURUSLABS.NS"
1059,"LAXMICOT","Laxmi Cotspin Limited","LAXMICOT.NS"
1060,"LAXMIDENTL","Laxmi Dental Limited","LAXMIDENTL.NS"
1061,"LCCINFOTEC","LCC Infotech Limited","LCCINFOTEC.NS"
1062,"LEMONTREE","Lemon Tree Hotels Limited","LEMONTREE.NS"
1063,"LEXUS","Lexus Granito (India) Limited","LEXUS.NS"
1064,"LFIC","Lakshmi Finance & Industrial Corporation Limited","LFIC.NS"
1065,"LGBBROSLTD","LG Balakrishnan & Bros Limited","LGBBROSLTD.NS"
1066,"LGHL","Laxmi Goldorna House Limited","LGHL.NS"
1067,"LIBAS","Libas Consumer Products Limited","LIBAS.NS"
1068,"LIBERTSHOE","Liberty Shoes Limited","LIBERTSHOE.NS"
1069,"LICHSGFIN","LIC Housing Finance Limited","LICHSGFIN.NS"
1070,"LICI","Life Insurance Corporation Of India","LICI.NS"
1071,"LIKHITHA","Likhitha Infrastructure Limited","LIKHITHA.NS"
1072,"LINC","Linc Limited","LINC.NS"
1073,"LINCOLN","Lincoln Pharmaceuticals Limited","LINCOLN.NS"
1074,"LINDEINDIA","Linde India Limited","LINDEINDIA.NS"
1075,"LLOYDS-RE1","LLOYDS ENGINEERING WORKS LTD-RE","LLOYDS-RE1.NS"
1076,"LLOYDSENGG","LLOYDS ENGINEERING WORKS LIMITED","LLOYDSENGG.NS"
1077,"LLOYDSENT","Lloyds Enterprises Limited","LLOYDSENT.NS"
1078,"LLOYDSME","Lloyds Metals And Energy Limited","LLOYDSME.NS"
1079,"LMW","LMW Limited","LMW.NS"
1080,"LODHA","Macrotech Developers Limited","LODHA.NS"
1081,"LOKESHMACH","Lokesh Machines Limited","LOKESHMACH.NS"
1082,"LORDSCHLO","Lords Chloro Alkali Limited","LORDSCHLO.NS"
1083,"LOTUSEYE","Lotus Eye Hospital and Institute Limited","LOTUSEYE.NS"
1084,"LOVABLE","Lovable Lingerie Limited","LOVABLE.NS"
1085,"LOYALTEX","Loyal Textile Mills Limited","LOYALTEX.NS"
1086,"LPDC","Landmark Property Development Company Limited","LPDC.NS"
1087,"LT","Larsen & Toubro Limited","LT.NS"
1088,"LTF","L&T Finance Limited","LTF.NS"
1089,"LTFOODS","LT Foods Limited","LTFOODS.NS"
1090,"LTIM","LTIMindtree Limited","LTIM.NS"
1091,"LTTS","L&T Technology Services Limited","LTTS.NS"
1092,"LUMAXIND","Lumax Industries Limited","LUMAXIND.NS"
1093,"LUMAXTECH","Lumax Auto Technologies Limited","LUMAXTECH.NS"
1094,"LUPIN","Lupin Limited","LUPIN.NS"
1095,"LUXIND","Lux Industries Limited","LUXIND.NS"
1096,"LXCHEM","Laxmi Organic Industries Limited","LXCHEM.NS"
1097,"LYKALABS","Lyka Labs Limited","LYKALABS.NS"
1098,"LYPSAGEMS","Lypsa Gems & Jewellery Limited","LYPSAGEMS.NS"
1099,"M&M","Mahindra & Mahindra Limited","M&M.NS"
1100,"M&MFIN","Mahindra & Mahindra Financial Services Limited","M&MFIN.NS"
1101,"MAANALU","Maan Aluminium Limited","MAANALU.NS"
1102,"MACPOWER","Macpower CNC Machines Limited","MACPOWER.NS"
1103,"MADHAV","Madhav Marbles and Granites Limited","MADHAV.NS"
1104,"MADHUCON","Madhucon Projects Limited","MADHUCON.NS"
1105,"MADRASFERT","Madras Fertilizers Limited","MADRASFERT.NS"
1106,"MAGADSUGAR","Magadh Sugar & Energy Limited","MAGADSUGAR.NS"
1107,"MAGNUM","Magnum Ventures Limited","MAGNUM.NS"
1108,"MAHABANK","Bank of Maharashtra","MAHABANK.NS"
1109,"MAHAPEXLTD","Maha Rashtra Apex Corporation Limited","MAHAPEXLTD.NS"
1110,"MAHASTEEL","Mahamaya Steel Industries Limited","MAHASTEEL.NS"
1111,"MAHEPC","Mahindra EPC Irrigation Limited","MAHEPC.NS"
1112,"MAHESHWARI","Maheshwari Logistics Limited","MAHESHWARI.NS"
1113,"MAHLIFE","Mahindra Lifespace Developers Limited","MAHLIFE.NS"
1114,"MAHLOG","Mahindra Logistics Limited","MAHLOG.NS"
1115,"MAHSCOOTER","Maharashtra Scooters Limited","MAHSCOOTER.NS"
1116,"MAHSEAMLES","Maharashtra Seamless Limited","MAHSEAMLES.NS"
1117,"MAITHANALL","Maithan Alloys Limited","MAITHANALL.NS"
1118,"MALLCOM","Mallcom (India) Limited","MALLCOM.NS"
1119,"MALUPAPER","Malu Paper Mills Limited","MALUPAPER.NS"
1120,"MAMATA","Mamata Machinery Limited","MAMATA.NS"
1121,"MANAKALUCO","Manaksia Aluminium Company Limited","MANAKALUCO.NS"
1122,"MANAKCOAT","Manaksia Coated Metals & Industries Limited","MANAKCOAT.NS"
1123,"MANAKSIA","Manaksia Limited","MANAKSIA.NS"
1124,"MANAKSTEEL","Manaksia Steels Limited","MANAKSTEEL.NS"
1125,"MANALIPETC","Manali Petrochemicals Limited","MANALIPETC.NS"
1126,"MANAPPURAM","Manappuram Finance Limited","MANAPPURAM.NS"
1127,"MANBA","Manba Finance Limited","MANBA.NS"
1128,"MANCREDIT","Mangal Credit and Fincorp Limited","MANCREDIT.NS"
1129,"MANGALAM","Mangalam Drugs And Organics Limited","MANGALAM.NS"
1130,"MANGCHEFER","Mangalore Chemicals & Fertilizers Limited","MANGCHEFER.NS"
1131,"MANGLMCEM","Mangalam Cement Limited","MANGLMCEM.NS"
1132,"MANINDS","Man Industries (India) Limited","MANINDS.NS"
1133,"MANINFRA","Man Infraconstruction Limited","MANINFRA.NS"
1134,"MANKIND","Mankind Pharma Limited","MANKIND.NS"
1135,"MANOMAY","Manomay Tex India Limited","MANOMAY.NS"
1136,"MANORAMA","Manorama Industries Limited","MANORAMA.NS"
1137,"MANORG","Mangalam Organics Limited","MANORG.NS"
1138,"MANUGRAPH","Manugraph India Limited","MANUGRAPH.NS"
1139,"MANYAVAR","Vedant Fashions Limited","MANYAVAR.NS"
1140,"MAPMYINDIA","C.E. Info Systems Limited","MAPMYINDIA.NS"
1141,"MARALOVER","Maral Overseas Limited","MARALOVER.NS"
1142,"MARATHON","Marathon Nextgen Realty Limited","MARATHON.NS"
1143,"MARICO","Marico Limited","MARICO.NS"
1144,"MARINE","Marine Electricals (India) Limited","MARINE.NS"
1145,"MARKSANS","Marksans Pharma Limited","MARKSANS.NS"
1146,"MARSHALL","Marshall Machines Limited","MARSHALL.NS"
1147,"MARUTI","Maruti Suzuki India Limited","MARUTI.NS"
1148,"MASFIN","MAS Financial Services Limited","MASFIN.NS"
1149,"MASKINVEST","Mask Investments Limited","MASKINVEST.NS"
1150,"MASTEK","Mastek Limited","MASTEK.NS"
1151,"MASTERTR","Master Trust Limited","MASTERTR.NS"
1152,"MATRIMONY","Matrimony.Com Limited","MATRIMONY.NS"
1153,"MAWANASUG","Mawana Sugars Limited","MAWANASUG.NS"
1154,"MAXESTATES","Max Estates Limited","MAXESTATES.NS"
1155,"MAXHEALTH","Max Healthcare Institute Limited","MAXHEALTH.NS"
1156,"MAXIND","Max India Limited","MAXIND.NS"
1157,"MAXIND-RE","Max India Ltd-RE","MAXIND-RE.NS"
1158,"MAYURUNIQ","Mayur Uniquoters Ltd","MAYURUNIQ.NS"
1159,"MAZDA","Mazda Limited","MAZDA.NS"
1160,"MAZDOCK","Mazagon Dock Shipbuilders Limited","MAZDOCK.NS"
1161,"MBAPL","Madhya Bharat Agro Products Limited","MBAPL.NS"
1162,"MBLINFRA","MBL Infrastructure Limited","MBLINFRA.NS"
1163,"MCL","Madhav Copper Limited","MCL.NS"
1164,"MCLEODRUSS","Mcleod Russel India Limited","MCLEODRUSS.NS"
1165,"MCLOUD","Magellanic Cloud Limited","MCLOUD.NS"
1166,"MCX","Multi Commodity Exchange of India Limited","MCX.NS"
1167,"MEDANTA","Global Health Limited","MEDANTA.NS"
1168,"MEDIASSIST","Medi Assist Healthcare Services Limited","MEDIASSIST.NS"
1169,"MEDICAMEQ","Medicamen Biotech Limited","MEDICAMEQ.NS"
1170,"MEDICO","Medico Remedies Limited","MEDICO.NS"
1171,"MEDPLUS","Medplus Health Services Limited","MEDPLUS.NS"
1172,"MEGASOFT","Megasoft Limited","MEGASOFT.NS"
1173,"MEGASTAR","Megastar Foods Limited","MEGASTAR.NS"
1174,"MENONBE","Menon Bearings Limited","MENONBE.NS"
1175,"MEP","MEP Infrastructure Developers Limited","MEP.NS"
1176,"METROBRAND","Metro Brands Limited","METROBRAND.NS"
1177,"METROPOLIS","Metropolis Healthcare Limited","METROPOLIS.NS"
1178,"MFML","Mahalaxmi Fabric Mills Limited","MFML.NS"
1179,"MFSL","Max Financial Services Limited","MFSL.NS"
1180,"MGEL","Mangalam Global Enterprise Limited","MGEL.NS"
1181,"MGL","Mahanagar Gas Limited","MGL.NS"
1182,"MHLXMIRU","Mahalaxmi Rubtech Limited","MHLXMIRU.NS"
1183,"MHRIL","Mahindra Holidays & Resorts India Limited","MHRIL.NS"
1184,"MICEL","MIC Electronics Limited","MICEL.NS"
1185,"MIDHANI","Mishra Dhatu Nigam Limited","MIDHANI.NS"
1186,"MINDACORP","Minda Corporation Limited","MINDACORP.NS"
1187,"MINDTECK","Mindteck (India) Limited","MINDTECK.NS"
1188,"MIRCELECTR","MIRC Electronics Limited","MIRCELECTR.NS"
1189,"MIRZAINT","Mirza International Limited","MIRZAINT.NS"
1190,"MITCON","MITCON Consultancy & Engineering Services Limited","MITCON.NS"
1191,"MITTAL","Mittal Life Style Limited","MITTAL.NS"
1192,"MKPL","M K Proteins Limited","MKPL.NS"
1193,"MMFL","MM Forgings Limited","MMFL.NS"
1194,"MMP","MMP Industries Limited","MMP.NS"
1195,"MMTC","MMTC Limited","MMTC.NS"
1196,"MOBIKWIK","One Mobikwik Systems Limited","MOBIKWIK.NS"
1197,"MODIRUBBER","Modi Rubber Limited","MODIRUBBER.NS"
1198,"MODISONLTD","MODISON LIMITED","MODISONLTD.NS"
1199,"MODTHREAD","Modern Threads (India) Limited","MODTHREAD.NS"
1200,"MOHITIND","Mohit Industries Limited","MOHITIND.NS"
1201,"MOIL","MOIL Limited","MOIL.NS"
1202,"MOKSH","Moksh Ornaments Limited","MOKSH.NS"
1203,"MOL","Meghmani Organics Limited","MOL.NS"
1204,"MOLDTECH","Mold-Tek Technologies Limited","MOLDTECH.NS"
1205,"MOLDTKPAC","Mold-Tek Packaging Limited","MOLDTKPAC.NS"
1206,"MONARCH","Monarch Networth Capital Limited","MONARCH.NS"
1207,"MONTECARLO","Monte Carlo Fashions Limited","MONTECARLO.NS"
1208,"MOREPENLAB","Morepen Laboratories Limited","MOREPENLAB.NS"
1209,"MOSCHIP","Moschip Technologies Limited","MOSCHIP.NS"
