407,"CREST","Crest Ventures Limited","CREST.NS"
408,"CRISIL","CRISIL Limited","CRISIL.NS"
409,"CROMPTON","Crompton Greaves Consumer Electricals Limited","CROMPTON.NS"
410,"CROWN","Crown Lifters Limited","CROWN.NS"
411,"CSBBANK","CSB Bank Limited","CSBBANK.NS"
412,"CSLFINANCE","CSL Finance Limited","CSLFINANCE.NS"
413,"CTE","Cambridge Technology Enterprises Limited","CTE.NS"
414,"CUB","City Union Bank Limited","CUB.NS"
415,"CUBEXTUB","Cubex Tubings Limited","CUBEXTUB.NS"
416,"CUMMINSIND","Cummins India Limited","CUMMINSIND.NS"
417,"CUPID","Cupid Limited","CUPID.NS"
418,"CURAA","Cura Technologies Limited","CURAA.NS"
419,"CYBERMEDIA","Cyber Media (India) Limited","CYBERMEDIA.NS"
420,"CYBERTECH","Cybertech Systems And Software Limited","CYBERTECH.NS"
421,"CYIENT","Cyient Limited","CYIENT.NS"
422,"CYIENTDLM","Cyient DLM Limited","CYIENTDLM.NS"
423,"DABUR","Dabur India Limited","DABUR.NS"
424,"DALBHARAT","Dalmia Bharat Limited","DALBHARAT.NS"
425,"DALMIASUG","Dalmia Bharat Sugar and Industries Limited","DALMIASUG.NS"
426,"DAMCAPITAL","Dam Capital Advisors Limited","DAMCAPITAL.NS"
427,"DAMODARIND","Damodar Industries Limited","DAMODARIND.NS"
428,"DANGEE","Dangee Dums Limited","DANGEE.NS"
429,"DATAMATICS","Datamatics Global Services Limited","DATAMATICS.NS"
430,"DATAPATTNS","Data Patterns (India) Limited","DATAPATTNS.NS"
431,"DAVANGERE","Davangere Sugar Company Limited","DAVANGERE.NS"
432,"DBCORP","D.B.Corp Limited","DBCORP.NS"
433,"DBEIL","Deepak Builders & Engineers India Limited","DBEIL.NS"
434,"DBL","Dilip Buildcon Limited","DBL.NS"
435,"DBOL","Dhampur Bio Organics Limited","DBOL.NS"
436,"DBREALTY","Valor Estate Limited","DBREALTY.NS"
437,"DBSTOCKBRO","DB (International) Stock Brokers Limited","DBSTOCKBRO.NS"
438,"DCAL","Dishman Carbogen Amcis Limited","DCAL.NS"
439,"DCBBANK","DCB Bank Limited","DCBBANK.NS"
440,"DCI","Dc Infotech And Communication Limited","DCI.NS"
441,"DCM","DCM  Limited","DCM.NS"
442,"DCMFINSERV","DCM Financial Services Limited","DCMFINSERV.NS"
443,"DCMNVL","DCM Nouvelle Limited","DCMNVL.NS"
444,"DCMSHRIRAM","DCM Shriram Limited","DCMSHRIRAM.NS"
445,"DCMSRIND","DCM Shriram Industries Limited","DCMSRIND.NS"
446,"DCW","DCW Limited","DCW.NS"
447,"DCXINDIA","DCX Systems Limited","DCXINDIA.NS"
448,"DDEVPLSTIK","Ddev Plastiks Industries Limited","DDEVPLSTIK.NS"
449,"DECCANCE","Deccan Cements Limited","DECCANCE.NS"
450,"DEEDEV","DEE Development Engineers Limited","DEEDEV.NS"
451,"DEEPAKFERT","Deepak Fertilizers and Petrochemicals Corporation Limited","DEEPAKFERT.NS"
452,"DEEPAKNTR","Deepak Nitrite Limited","DEEPAKNTR.NS"
453,"DEEPINDS","Deep Industries Limited","DEEPINDS.NS"
454,"DELHIVERY","Delhivery Limited","DELHIVERY.NS"
455,"DELPHIFX","DELPHI WORLD MONEY LIMITED","DELPHIFX.NS"
456,"DELTACORP","Delta Corp Limited","DELTACORP.NS"
457,"DELTAMAGNT","Delta Manufacturing Limited","DELTAMAGNT.NS"
458,"DEN","Den Networks Limited","DEN.NS"
459,"DENORA","De Nora India Limited","DENORA.NS"
460,"DENTA","Denta Water and Infra Solutions Limited","DENTA.NS"
461,"DEVIT","Dev Information Technology Limited","DEVIT.NS"
462,"DEVYANI","Devyani International Limited","DEVYANI.NS"
463,"DGCONTENT","Digicontent Limited","DGCONTENT.NS"
464,"DHAMPURSUG","Dhampur Sugar Mills Limited","DHAMPURSUG.NS"
465,"DHANBANK","Dhanlaxmi Bank Limited","DHANBANK.NS"
466,"DHANI","Dhani Services Limited","DHANI.NS"
467,"DHANUKA","Dhanuka Agritech Limited","DHANUKA.NS"
468,"DHARMAJ","Dharmaj Crop Guard Limited","DHARMAJ.NS"
469,"DHRUV","Dhruv Consultancy Services Limited","DHRUV.NS"
470,"DHUNINV","Dhunseri Investments Limited","DHUNINV.NS"
471,"DIACABS","Diamond Power Infrastructure Limited","DIACABS.NS"
472,"DIAMINESQ","Diamines & Chemicals Limited","DIAMINESQ.NS"
473,"DIAMONDYD","Prataap Snacks Limited","DIAMONDYD.NS"
474,"DICIND","DIC India Limited","DICIND.NS"
475,"DIFFNKG","Diffusion Engineers Limited","DIFFNKG.NS"
476,"DIGIDRIVE","Digidrive Distributors Limited","DIGIDRIVE.NS"
477,"DIGISPICE","DiGiSPICE Technologies Limited","DIGISPICE.NS"
478,"DIGJAMLMTD","Digjam Limited","DIGJAMLMTD.NS"
479,"DIL","Debock Industries Limited","DIL.NS"
480,"DISHTV","Dish TV India Limited","DISHTV.NS"
481,"DIVGIITTS","Divgi Torqtransfer Systems Limited","DIVGIITTS.NS"
482,"DIVISLAB","Divi's Laboratories Limited","DIVISLAB.NS"
483,"DIXON","Dixon Technologies (India) Limited","DIXON.NS"
484,"DJML","DJ Mediaprint & Logistics Limited","DJML.NS"
485,"DLF","DLF Limited","DLF.NS"
486,"DLINKINDIA","D-Link (India) Limited","DLINKINDIA.NS"
487,"DMART","Avenue Supermarts Limited","DMART.NS"
488,"DMCC","DMCC SPECIALITY CHEMICALS LIMITED","DMCC.NS"
489,"DNAMEDIA","Diligent Media Corporation Limited","DNAMEDIA.NS"
490,"DODLA","Dodla Dairy Limited","DODLA.NS"
491,"DOLATALGO","Dolat Algotech Limited","DOLATALGO.NS"
492,"DOLLAR","Dollar Industries Limited","DOLLAR.NS"
493,"DOLPHIN","Dolphin Offshore Enterprises (India) Limited","DOLPHIN.NS"
494,"DOMS","DOMS Industries Limited","DOMS.NS"
495,"DONEAR","Donear Industries Limited","DONEAR.NS"
496,"DPABHUSHAN","D. P. Abhushan Limited","DPABHUSHAN.NS"
497,"DPSCLTD","DPSC Limited","DPSCLTD.NS"
498,"DPWIRES","D P Wires Limited","DPWIRES.NS"
499,"DRCSYSTEMS","DRC Systems India Limited","DRCSYSTEMS.NS"
500,"DREAMFOLKS","Dreamfolks Services Limited","DREAMFOLKS.NS"
501,"DREDGECORP","Dredging Corporation of India Limited","DREDGECORP.NS"
502,"DRREDDY","Dr. Reddy's Laboratories Limited","DRREDDY.NS"
503,"DSSL","Dynacons Systems & Solutions Limited","DSSL.NS"
504,"DTIL","Dhunseri Tea & Industries Limited","DTIL.NS"
505,"DUCON","Ducon Infratechnologies Limited","DUCON.NS"
506,"DVL","Dhunseri Ventures Limited","DVL.NS"
507,"DWARKESH","Dwarikesh Sugar Industries Limited","DWARKESH.NS"
508,"DYCL","Dynamic Cables Limited","DYCL.NS"
509,"DYNAMATECH","Dynamatic Technologies Limited","DYNAMATECH.NS"
510,"DYNPRO","Dynemic Products Limited","DYNPRO.NS"
511,"E2E","E2E Networks Limited","E2E.NS"
512,"EASEMYTRIP","Easy Trip Planners Limited","EASEMYTRIP.NS"
513,"ECLERX","eClerx Services Limited","ECLERX.NS"
514,"ECOSMOBLTY","Ecos (India) Mobility & Hospitality Limited","ECOSMOBLTY.NS"
515,"EDELWEISS","Edelweiss Financial Services Limited","EDELWEISS.NS"
516,"EICHERMOT","Eicher Motors Limited","EICHERMOT.NS"
517,"EIDPARRY","EID Parry India Limited","EIDPARRY.NS"
518,"EIEL","Enviro Infra Engineers Limited","EIEL.NS"
519,"EIFFL","Euro India Fresh Foods Limited","EIFFL.NS"
520,"EIHAHOTELS","EIH Associated Hotels Limited","EIHAHOTELS.NS"
521,"EIHOTEL","EIH Limited","EIHOTEL.NS"
522,"EIMCOELECO","Eimco Elecon (India) Limited","EIMCOELECO.NS"
523,"EKC","Everest Kanto Cylinder Limited","EKC.NS"
524,"ELDEHSG","Eldeco Housing And Industries Limited","ELDEHSG.NS"
525,"ELECON","Elecon Engineering Company Limited","ELECON.NS"
526,"ELECTCAST","Electrosteel Castings Limited","ELECTCAST.NS"
527,"ELECTHERM","Electrotherm (India) Limited","ELECTHERM.NS"
528,"ELGIEQUIP","Elgi Equipments Limited","ELGIEQUIP.NS"
529,"ELGIRUBCO","Elgi Rubber Company Limited","ELGIRUBCO.NS"
530,"ELIN","Elin Electronics Limited","ELIN.NS"
531,"EMAMILTD","Emami Limited","EMAMILTD.NS"
532,"EMAMIPAP","Emami Paper Mills Limited","EMAMIPAP.NS"
533,"EMAMIREAL","Emami Realty Limited","EMAMIREAL.NS"
534,"EMBDL","Embassy Developments Limited","EMBDL.NS"
535,"EMCURE","Emcure Pharmaceuticals Limited","EMCURE.NS"
536,"EMIL","Electronics Mart India Limited","EMIL.NS"
537,"EMKAY","Emkay Global Financial Services Limited","EMKAY.NS"
538,"EMMBI","Emmbi Industries Limited","EMMBI.NS"
539,"EMSLIMITED","EMS Limited","EMSLIMITED.NS"
540,"EMUDHRA","eMudhra Limited","EMUDHRA.NS"
541,"ENDURANCE","Endurance Technologies Limited","ENDURANCE.NS"
542,"ENERGYDEV","Energy Development Company Limited","ENERGYDEV.NS"
543,"ENGINERSIN","Engineers India Limited","ENGINERSIN.NS"
544,"ENIL","Entertainment Network (India) Limited","ENIL.NS"
545,"ENTERO","Entero Healthcare Solutions Limited","ENTERO.NS"
546,"EPACK","EPACK Durable Limited","EPACK.NS"
547,"EPIGRAL","Epigral Limited","EPIGRAL.NS"
548,"EPL","EPL Limited","EPL.NS"
549,"EQUIPPP","Equippp Social Impact Technologies Limited","EQUIPPP.NS"
550,"EQUITASBNK","Equitas Small Finance Bank Limited","EQUITASBNK.NS"
551,"ERIS","Eris Lifesciences Limited","ERIS.NS"
552,"ESABINDIA","Esab India Limited","ESABINDIA.NS"
553,"ESAFSFB","ESAF Small Finance Bank Limited","ESAFSFB.NS"
554,"ESCORTS","Escorts Kubota Limited","ESCORTS.NS"
555,"ESSARSHPNG","Essar Shipping Limited","ESSARSHPNG.NS"
556,"ESSENTIA","Integra Essentia Limited","ESSENTIA.NS"
557,"ESTER","Ester Industries Limited","ESTER.NS"
558,"ETERNAL","ETERNAL LIMITED","ETERNAL.NS"
559,"ETHOSLTD","Ethos Limited","ETHOSLTD.NS"
560,"EUREKAFORB","Eureka Forbes Limited","EUREKAFORB.NS"
561,"EUROTEXIND","Eurotex Industries and Exports Limited","EUROTEXIND.NS"
562,"EVEREADY","Eveready Industries India Limited","EVEREADY.NS"
563,"EVERESTIND","Everest Industries Limited","EVERESTIND.NS"
564,"EXCEL","Excel Realty N Infra Limited","EXCEL.NS"
565,"EXCELINDUS","Excel Industries Limited","EXCELINDUS.NS"
566,"EXICOM","Exicom Tele-Systems Limited","EXICOM.NS"
567,"EXIDEIND","Exide Industries Limited","EXIDEIND.NS"
568,"EXPLEOSOL","Expleo Solutions Limited","EXPLEOSOL.NS"
569,"EXXARO","Exxaro Tiles Limited","EXXARO.NS"
570,"FACT","Fertilizers and Chemicals Travancore Limited","FACT.NS"
571,"FAIRCHEMOR","Fairchem Organics Limited","FAIRCHEMOR.NS"
572,"FAZE3Q","Faze Three Limited","FAZE3Q.NS"
573,"FCL","Fineotex Chemical Limited","FCL.NS"
574,"FCSSOFT","FCS Software Solutions Limited","FCSSOFT.NS"
575,"FDC","FDC Limited","FDC.NS"
576,"FEDERALBNK","The Federal Bank  Limited","FEDERALBNK.NS"
577,"FEDFINA","Fedbank Financial Services Limited","FEDFINA.NS"
578,"FEL","Future Enterprises Limited","FEL.NS"
579,"FELDVR","Future Enterprises Limited","FELDVR.NS"
580,"FIBERWEB","Fiberweb (India) Limited","FIBERWEB.NS"
581,"FIEMIND","Fiem Industries Limited","FIEMIND.NS"
582,"FILATEX","Filatex India Limited","FILATEX.NS"
583,"FILATFASH","Filatex Fashions Limited","FILATFASH.NS"
584,"FINCABLES","Finolex Cables Limited","FINCABLES.NS"
585,"FINEORG","Fine Organic Industries Limited","FINEORG.NS"
586,"FINOPB","Fino Payments Bank Limited","FINOPB.NS"
587,"FINPIPE","Finolex Industries Limited","FINPIPE.NS"
588,"FIRSTCRY","Brainbees Solutions Limited","FIRSTCRY.NS"
589,"FIVESTAR","Five-Star Business Finance Limited","FIVESTAR.NS"
590,"FLAIR","Flair Writing Industries Limited","FLAIR.NS"
591,"FLEXITUFF","Flexituff Ventures International Limited","FLEXITUFF.NS"
592,"FLUOROCHEM","Gujarat Fluorochemicals Limited","FLUOROCHEM.NS"
593,"FMGOETZE","Federal-Mogul Goetze (India) Limited.","FMGOETZE.NS"
594,"FMNL","Future Market Networks Limited","FMNL.NS"
595,"FOCUS","Focus Lighting and Fixtures Limited","FOCUS.NS"
596,"FOODSIN","Foods & Inns Limited","FOODSIN.NS"
597,"FORCEMOT","FORCE MOTORS LTD","FORCEMOT.NS"
598,"FORTIS","Fortis Healthcare Limited","FORTIS.NS"
599,"FOSECOIND","Foseco India Limited","FOSECOIND.NS"
600,"FSC","Future Supply Chain Solutions Limited","FSC.NS"
601,"FSL","Firstsource Solutions Limited","FSL.NS"
602,"FUSION","Fusion Finance Limited","FUSION.NS"
603,"GABRIEL","Gabriel India Limited","GABRIEL.NS"
604,"GAEL","Gujarat Ambuja Exports Limited","GAEL.NS"
605,"GAIL","GAIL (India) Limited","GAIL.NS"
606,"GALAPREC","Gala Precision Engineering Limited","GALAPREC.NS"
607,"GALAXYSURF","Galaxy Surfactants Limited","GALAXYSURF.NS"
608,"GALLANTT","Gallantt Ispat Limited","GALLANTT.NS"
609,"GANDHAR","Gandhar Oil Refinery (India) Limited","GANDHAR.NS"
610,"GANDHITUBE","Gandhi Special Tubes Limited","GANDHITUBE.NS"
611,"GANECOS","Ganesha Ecosphere Limited","GANECOS.NS"
612,"GANESHBE","Ganesh Benzoplast Limited","GANESHBE.NS"
613,"GANESHHOUC","Ganesh Housing Corporation Limited","GANESHHOUC.NS"
614,"GANGAFORGE","Ganga Forging Limited","GANGAFORGE.NS"
615,"GANGESSECU","Ganges Securities Limited","GANGESSECU.NS"
616,"GARFIBRES","Garware Technical Fibres Limited","GARFIBRES.NS"
617,"GARUDA","Garuda Construction and Engineering Limited","GARUDA.NS"
618,"GATDVR-RE","GACM Technologies Ltd-RE","GATDVR-RE.NS"
619,"GATECH","GACM Technologies Limited","GATECH.NS"
620,"GATECH-RE1","GACM Techno Ltd-RE","GATECH-RE1.NS"
621,"GATECHDVR","GACM Technologies Limited","GATECHDVR.NS"
622,"GATEWAY","Gateway Distriparks Limited","GATEWAY.NS"
623,"GAYAHWS","Gayatri Highways Limited","GAYAHWS.NS"
624,"GEECEE","GeeCee Ventures Limited","GEECEE.NS"
625,"GEEKAYWIRE","Geekay Wires Limited","GEEKAYWIRE.NS"
626,"GENCON","Generic Engineering Construction and Projects Limited","GENCON.NS"
627,"GENESYS","Genesys International Corporation Limited","GENESYS.NS"
628,"GENSOL","Gensol Engineering Limited","GENSOL.NS"
629,"GENUSPAPER","Genus Paper & Boards Limited","GENUSPAPER.NS"
630,"GENUSPOWER","Genus Power Infrastructures Limited","GENUSPOWER.NS"
631,"GEOJITFSL","Geojit Financial Services Limited","GEOJITFSL.NS"
632,"GEPIL","GE Power India Limited","GEPIL.NS"
633,"GESHIP","The Great Eastern Shipping Company Limited","GESHIP.NS"
634,"GFLLIMITED","GFL Limited","GFLLIMITED.NS"
635,"GHCL","GHCL Limited","GHCL.NS"
636,"GHCLTEXTIL","GHCL Textiles Limited","GHCLTEXTIL.NS"
637,"GICHSGFIN","GIC Housing Finance Limited","GICHSGFIN.NS"
638,"GICRE","General Insurance Corporation of India","GICRE.NS"
639,"GILLANDERS","Gillanders Arbuthnot & Company Limited","GILLANDERS.NS"
640,"GILLETTE","Gillette India Limited","GILLETTE.NS"
641,"GINNIFILA","Ginni Filaments Limited","GINNIFILA.NS"
642,"GIPCL","Gujarat Industries Power Company Limited","GIPCL.NS"
643,"GKWLIMITED","GKW Limited","GKWLIMITED.NS"
644,"GLAND","Gland Pharma Limited","GLAND.NS"
645,"GLAXO","GlaxoSmithKline Pharmaceuticals Limited","GLAXO.NS"
646,"GLENMARK","Glenmark Pharmaceuticals Limited","GLENMARK.NS"
647,"GLFL","Gujarat Lease Financing Limited","GLFL.NS"
648,"GLOBAL","Global Education Limited","GLOBAL.NS"
649,"GLOBALE","Globale Tessile Limited","GLOBALE.NS"
650,"GLOBALVECT","Global Vectra Helicorp Limited","GLOBALVECT.NS"
651,"GLOBE","Globe Textiles (India) Limited","GLOBE.NS"
652,"GLOBUSSPR","Globus Spirits Limited","GLOBUSSPR.NS"
653,"GLOSTERLTD","Gloster Limited","GLOSTERLTD.NS"
654,"GMBREW","GM Breweries Limited","GMBREW.NS"
655,"GMDCLTD","Gujarat Mineral Development Corporation Limited","GMDCLTD.NS"
656,"GMMPFAUDLR","GMM Pfaudler Limited","GMMPFAUDLR.NS"
657,"GMRAIRPORT","GMR AIRPORTS LIMITED","GMRAIRPORT.NS"
658,"GMRP&UI","GMR Power and Urban Infra Limited","GMRP&UI.NS"
659,"GNA","GNA Axles Limited","GNA.NS"
660,"GNFC","Gujarat Narmada Valley Fertilizers and Chemicals Limited","GNFC.NS"
661,"GOACARBON","Goa Carbon Limited","GOACARBON.NS"
662,"GOCLCORP","GOCL Corporation Limited","GOCLCORP.NS"
663,"GOCOLORS","Go Fashion (India) Limited","GOCOLORS.NS"
664,"GODAVARIB","Godavari Biorefineries Limited","GODAVARIB.NS"
665,"GODFRYPHLP","Godfrey Phillips India Limited","GODFRYPHLP.NS"
666,"GODHA","Godha Cabcon & Insulation Limited","GODHA.NS"
667,"GODIGIT","Go Digit General Insurance Limited","GODIGIT.NS"
668,"GODREJAGRO","Godrej Agrovet Limited","GODREJAGRO.NS"
669,"GODREJCP","Godrej Consumer Products Limited","GODREJCP.NS"
670,"GODREJIND","Godrej Industries Limited","GODREJIND.NS"
671,"GODREJPROP","Godrej Properties Limited","GODREJPROP.NS"
672,"GOENKA","Goenka Diamond and Jewels Limited","GOENKA.NS"
673,"GOKEX","Gokaldas Exports Limited","GOKEX.NS"
674,"GOKUL","Gokul Refoils and Solvent Limited","GOKUL.NS"
675,"GOKULAGRO","Gokul Agro Resources Limited","GOKULAGRO.NS"
676,"GOLDENTOBC","Golden Tobacco Limited","GOLDENTOBC.NS"
677,"GOLDIAM","Goldiam International Limited","GOLDIAM.NS"
678,"GOLDTECH","AION-TECH SOLUTIONS LIMITED","GOLDTECH.NS"
679,"GOODLUCK","Goodluck India Limited","GOODLUCK.NS"
680,"GOPAL","Gopal Snacks Limited","GOPAL.NS"
681,"GOYALALUM","Goyal Aluminiums Limited","GOYALALUM.NS"
682,"GPIL","Godawari Power And Ispat limited","GPIL.NS"
683,"GPPL","Gujarat Pipavav Port Limited","GPPL.NS"
684,"GPTHEALTH","GPT Healthcare Limited","GPTHEALTH.NS"
685,"GPTINFRA","GPT Infraprojects Limited","GPTINFRA.NS"
686,"GRANULES","Granules India Limited","GRANULES.NS"
687,"GRAPHITE","Graphite India Limited","GRAPHITE.NS"
688,"GRASIM","Grasim Industries Limited","GRASIM.NS"
689,"GRAVITA","Gravita India Limited","GRAVITA.NS"
690,"GREAVESCOT","Greaves Cotton Limited","GREAVESCOT.NS"
691,"GREENLAM","Greenlam Industries Limited","GREENLAM.NS"
692,"GREENPANEL","Greenpanel Industries Limited","GREENPANEL.NS"
693,"GREENPLY","Greenply Industries Limited","GREENPLY.NS"
694,"GREENPOWER","Orient Green Power Company Limited","GREENPOWER.NS"
695,"GRINDWELL","Grindwell Norton Limited","GRINDWELL.NS"
696,"GRINFRA","G R Infraprojects Limited","GRINFRA.NS"
697,"GRMOVER","GRM Overseas Limited","GRMOVER.NS"
698,"GROBTEA","The Grob Tea Company Limited","GROBTEA.NS"
699,"GRPLTD","GRP Limited","GRPLTD.NS"
700,"GRSE","Garden Reach Shipbuilders & Engineers Limited","GRSE.NS"
701,"GRWRHITECH","Garware Hi-Tech Films Limited","GRWRHITECH.NS"
702,"GSFC","Gujarat State Fertilizers & Chemicals Limited","GSFC.NS"
703,"GSLSU","Global Surfaces Limited","GSLSU.NS"
704,"GSPL","Gujarat State Petronet Limited","GSPL.NS"
705,"GSS","GSS Infotech Limited","GSS.NS"
706,"GTECJAINX","G-TEC JAINX EDUCATION LIMITED","GTECJAINX.NS"
707,"GTL","GTL Limited","GTL.NS"
708,"GTLINFRA","GTL Infrastructure Limited","GTLINFRA.NS"
709,"GTPL","GTPL Hathway Limited","GTPL.NS"
710,"GUFICBIO","Gufic Biosciences Limited","GUFICBIO.NS"
711,"GUJALKALI","Gujarat Alkalies and Chemicals Limited","GUJALKALI.NS"
712,"GUJAPOLLO","Gujarat Apollo Industries Limited","GUJAPOLLO.NS"
713,"GUJGASLTD","Gujarat Gas Limited","GUJGASLTD.NS"
714,"GUJRAFFIA","Gujarat Raffia Industries Limited","GUJRAFFIA.NS"
715,"GUJTHEM","Gujarat Themis Biosyn Limited","GUJTHEM.NS"
716,"GULFOILLUB","Gulf Oil Lubricants India Limited","GULFOILLUB.NS"
717,"GULFPETRO","GP Petroleums Limited","GULFPETRO.NS"
718,"GULPOLY","Gulshan Polyols Limited","GULPOLY.NS"
719,"GVKPIL","GVK Power & Infrastructure Limited","GVKPIL.NS"
720,"GVPTECH","GVP Infotech Limited","GVPTECH.NS"
721,"GVT&D","GE Vernova T&D India Limited","GVT&D.NS"
722,"HAL","Hindustan Aeronautics Limited","HAL.NS"
723,"HAPPSTMNDS","Happiest Minds Technologies Limited","HAPPSTMNDS.NS"
724,"HAPPYFORGE","Happy Forgings Limited","HAPPYFORGE.NS"
725,"HARDWYN","Hardwyn India Limited","HARDWYN.NS"
726,"HARIOMPIPE","Hariom Pipe Industries Limited","HARIOMPIPE.NS"
727,"HARRMALAYA","Harrisons  Malayalam Limited","HARRMALAYA.NS"
728,"HARSHA","Harsha Engineers International Limited","HARSHA.NS"
729,"HATHWAY","Hathway Cable & Datacom Limited","HATHWAY.NS"
730,"HATSUN","Hatsun Agro Product Limited","HATSUN.NS"
731,"HAVELLS","Havells India Limited","HAVELLS.NS"
732,"HAVISHA","Sri Havisha Hospitality and Infrastructure Limited","HAVISHA.NS"
733,"HBLENGINE","HBL Engineering Limited","HBLENGINE.NS"
734,"HBSL","HB Stockholdings Limited","HBSL.NS"
735,"HCC","Hindustan Construction Company Limited","HCC.NS"
736,"HCG","Healthcare Global Enterprises Limited","HCG.NS"
737,"HCL-INSYS","HCL Infosystems Limited","HCL-INSYS.NS"
738,"HCLTECH","HCL Technologies Limited","HCLTECH.NS"
739,"HDFCAMC","HDFC Asset Management Company Limited","HDFCAMC.NS"
740,"HDFCBANK","HDFC Bank Limited","HDFCBANK.NS"
741,"HDFCLIFE","HDFC Life Insurance Company Limited","HDFCLIFE.NS"
742,"HEADSUP","Heads UP Ventures Limited","HEADSUP.NS"
743,"HECPROJECT","HEC Infra Projects Limited","HECPROJECT.NS"
744,"HEG","HEG Limited","HEG.NS"
745,"HEIDELBERG","HeidelbergCement India Limited","HEIDELBERG.NS"
746,"HEMIPROP","Hemisphere Properties India Limited","HEMIPROP.NS"
747,"HERANBA","Heranba Industries Limited","HERANBA.NS"
748,"HERCULES","Hercules Hoists Limited","HERCULES.NS"
749,"HERITGFOOD","Heritage Foods Limited","HERITGFOOD.NS"
750,"HEROMOTOCO","Hero MotoCorp Limited","HEROMOTOCO.NS"
751,"HESTERBIO","Hester Biosciences Limited","HESTERBIO.NS"
752,"HEUBACHIND","Heubach Colorants India Limited","HEUBACHIND.NS"
753,"HEXATRADEX","Hexa Tradex Limited","HEXATRADEX.NS"
754,"HEXT","Hexaware Technologies Limited","HEXT.NS"
755,"HFCL","HFCL Limited","HFCL.NS"
756,"HGINFRA","H.G. Infra Engineering Limited","HGINFRA.NS"
757,"HGS","Hinduja Global Solutions Limited","HGS.NS"
758,"HIKAL","Hikal Limited","HIKAL.NS"
759,"HILTON","Hilton Metal Forging Limited","HILTON.NS"
760,"HIMATSEIDE","Himatsingka Seide Limited","HIMATSEIDE.NS"
761,"HINDALCO","Hindalco Industries Limited","HINDALCO.NS"
762,"HINDCOMPOS","Hindustan Composites Limited","HINDCOMPOS.NS"
763,"HINDCON","Hindcon Chemicals Limited","HINDCON.NS"
764,"HINDCOPPER","Hindustan Copper Limited","HINDCOPPER.NS"
765,"HINDMOTORS","Hindustan Motors Limited","HINDMOTORS.NS"
766,"HINDNATGLS","Hindusthan National Glass & Industries Limited","HINDNATGLS.NS"
767,"HINDOILEXP","Hindustan Oil Exploration Company Limited","HINDOILEXP.NS"
768,"HINDPETRO","Hindustan Petroleum Corporation Limited","HINDPETRO.NS"
769,"HINDUNILVR","Hindustan Unilever Limited","HINDUNILVR.NS"
770,"HINDWAREAP","Hindware Home Innovation Limited","HINDWAREAP.NS"
771,"HINDZINC","Hindustan Zinc Limited","HINDZINC.NS"
772,"HIRECT","Hind Rectifiers Limited","HIRECT.NS"
773,"HISARMETAL","Hisar Metal Industries Limited","HISARMETAL.NS"
774,"HITECH","Hi-Tech Pipes Limited","HITECH.NS"
775,"HITECHCORP","Hitech Corporation Limited","HITECHCORP.NS"
776,"HITECHGEAR","The Hi-Tech Gears Limited","HITECHGEAR.NS"
777,"HLEGLAS","HLE Glascoat Limited","HLEGLAS.NS"
778,"HLVLTD","HLV LIMITED","HLVLTD.NS"
779,"HMAAGRO","HMA Agro Industries Limited","HMAAGRO.NS"
780,"HMT","HMT Limited","HMT.NS"
781,"HMVL","Hindustan Media Ventures Limited","HMVL.NS"
782,"HNDFDS","Hindustan Foods Limited","HNDFDS.NS"
783,"HOMEFIRST","Home First Finance Company India Limited","HOMEFIRST.NS"
784,"HONASA","Honasa Consumer Limited","HONASA.NS"
785,"HONAUT","Honeywell Automation India Limited","HONAUT.NS"
786,"HONDAPOWER","Honda India Power Products Limited","HONDAPOWER.NS"
787,"HOVS","HOV Services Limited","HOVS.NS"
788,"HPAL","HP Adhesives Limited","HPAL.NS"
789,"HPIL","Hindprakash Industries Limited","HPIL.NS"
790,"HPL","HPL Electric & Power Limited","HPL.NS"
791,"HSCL","Himadri Speciality Chemical Limited","HSCL.NS"
792,"HTMEDIA","HT Media Limited","HTMEDIA.NS"
793,"HUBTOWN","Hubtown Limited","HUBTOWN.NS"
794,"HUDCO","Housing & Urban Development Corporation Limited","HUDCO.NS"
795,"HUHTAMAKI","Huhtamaki India Limited","HUHTAMAKI.NS"
796,"HYBRIDFIN","Hybrid Financial Services Limited","HYBRIDFIN.NS"
797,"HYUNDAI","Hyundai Motor India Limited","HYUNDAI.NS"
798,"ICDSLTD","ICDS Limited","ICDSLTD.NS"
799,"ICEMAKE","Ice Make Refrigeration Limited","ICEMAKE.NS"
800,"ICICIBANK","ICICI Bank Limited","ICICIBANK.NS"
801,"ICICIGI","ICICI Lombard General Insurance Company Limited","ICICIGI.NS"
802,"ICICIPRULI","ICICI Prudential Life Insurance Company Limited","ICICIPRULI.NS"
803,"ICIL","Indo Count Industries Limited","ICIL.NS"
804,"ICRA","ICRA Limited","ICRA.NS"
805,"IDBI","IDBI Bank Limited","IDBI.NS"
806,"IDEA","Vodafone Idea Limited","IDEA.NS"
807,"IDEAFORGE","Ideaforge Technology Limited","IDEAFORGE.NS"
808,"IDFCFIRSTB","IDFC First Bank Limited","IDFCFIRSTB.NS"
809,"IEL","Indiabulls Enterprises Limited","IEL.NS"
810,"IEX","Indian Energy Exchange Limited","IEX.NS"
811,"IFBAGRO","IFB Agro Industries Limited","IFBAGRO.NS"
812,"IFBIND","IFB Industries Limited","IFBIND.NS"
813,"IFCI","IFCI Limited","IFCI.NS"
