Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-22 00:00:00+01:00,6015.2998046875,6015.2998046875,5888.60009765625,5993.2998046875,986007000,0.0,0.0
2020-05-26 00:00:00+01:00,5993.2998046875,6130.10009765625,5993.2998046875,6067.7998046875,1252539600,0.0,0.0
2020-05-27 00:00:00+01:00,6067.7998046875,6168.0,6067.7998046875,6144.2998046875,1559401400,0.0,0.0
2020-05-28 00:00:00+01:00,6144.2998046875,6234.0,6144.2998046875,6218.7998046875,1210102000,0.0,0.0
2020-05-29 00:00:00+01:00,6218.7998046875,6218.7998046875,6060.2001953125,6076.60009765625,2246313300,0.0,0.0
2020-06-01 00:00:00+01:00,6076.60009765625,6179.2998046875,6076.60009765625,6166.39990234375,742112200,0.0,0.0
2020-06-02 00:00:00+01:00,6166.39990234375,6238.2998046875,6165.10009765625,6220.10009765625,1192259900,0.0,0.0
2020-06-03 00:00:00+01:00,6220.10009765625,6394.7001953125,6220.10009765625,6382.39990234375,1232836600,0.0,0.0
2020-06-04 00:00:00+01:00,6382.39990234375,6402.60009765625,6314.60009765625,6341.39990234375,1041769100,0.0,0.0
2020-06-05 00:00:00+01:00,6341.39990234375,6490.0,6341.39990234375,6484.2998046875,1398374600,0.0,0.0
2020-06-08 00:00:00+01:00,6484.2998046875,6511.7998046875,6423.10009765625,6472.60009765625,1305560800,0.0,0.0
2020-06-09 00:00:00+01:00,6472.60009765625,6475.0,6325.10009765625,6335.7001953125,1322614400,0.0,0.0
2020-06-10 00:00:00+01:00,6335.7001953125,6387.39990234375,6293.7998046875,6329.10009765625,1115769600,0.0,0.0
2020-06-11 00:00:00+01:00,6329.10009765625,6329.10009765625,6076.7001953125,6076.7001953125,1117426600,0.0,0.0
2020-06-12 00:00:00+01:00,6076.7001953125,6184.2998046875,5993.2001953125,6105.2001953125,1059920700,0.0,0.0
2020-06-15 00:00:00+01:00,6105.2001953125,6105.2001953125,5952.39990234375,6064.7001953125,907815700,0.0,0.0
2020-06-16 00:00:00+01:00,6064.7001953125,6299.0,6064.7001953125,6242.7998046875,1028926100,0.0,0.0
2020-06-17 00:00:00+01:00,6242.7998046875,6309.7001953125,6233.2001953125,6253.2998046875,863307200,0.0,0.0
2020-06-18 00:00:00+01:00,6253.2998046875,6285.0,6184.89990234375,6224.10009765625,782893800,0.0,0.0
2020-06-19 00:00:00+01:00,6224.10009765625,6319.7998046875,6224.10009765625,6292.60009765625,1685754500,0.0,0.0
2020-06-22 00:00:00+01:00,6292.60009765625,6309.0,6225.5,6244.60009765625,793214300,0.0,0.0
2020-06-23 00:00:00+01:00,6244.60009765625,6342.2001953125,6244.60009765625,6320.10009765625,685327800,0.0,0.0
2020-06-24 00:00:00+01:00,6320.10009765625,6320.10009765625,6123.7001953125,6123.7001953125,768655700,0.0,0.0
2020-06-25 00:00:00+01:00,6123.7001953125,6162.39990234375,6029.2998046875,6147.10009765625,813511600,0.0,0.0
2020-06-26 00:00:00+01:00,6147.10009765625,6262.10009765625,6147.10009765625,6159.2998046875,698906500,0.0,0.0
2020-06-29 00:00:00+01:00,6159.2998046875,6252.0,6123.0,6225.7998046875,720430800,0.0,0.0
2020-06-30 00:00:00+01:00,6225.7998046875,6237.5,6147.0,6169.7001953125,827284200,0.0,0.0
2020-07-01 00:00:00+01:00,6169.7001953125,6202.0,6084.5,6158.0,724502100,0.0,0.0
2020-07-02 00:00:00+01:00,6158.0,6258.60009765625,6158.0,6240.39990234375,806189500,0.0,0.0
2020-07-03 00:00:00+01:00,6240.39990234375,6262.7001953125,6137.10009765625,6157.2998046875,504568000,0.0,0.0
2020-07-06 00:00:00+01:00,6157.2998046875,6304.2001953125,6157.2998046875,6285.89990234375,697122600,0.0,0.0
2020-07-07 00:00:00+01:00,6285.89990234375,6285.89990234375,6180.0,6189.89990234375,600362300,0.0,0.0
2020-07-08 00:00:00+01:00,6189.89990234375,6208.39990234375,6144.5,6156.2001953125,625796600,0.0,0.0
2020-07-09 00:00:00+01:00,6156.2001953125,6176.7998046875,6040.2998046875,6049.60009765625,670967000,0.0,0.0
2020-07-10 00:00:00+01:00,6049.60009765625,6108.2001953125,6003.2001953125,6095.39990234375,685330800,0.0,0.0
2020-07-13 00:00:00+01:00,6095.39990234375,6187.2998046875,6095.39990234375,6176.2001953125,614241100,0.0,0.0
2020-07-14 00:00:00+01:00,6176.2001953125,6179.7998046875,6093.2001953125,6179.7998046875,717546900,0.0,0.0
2020-07-15 00:00:00+01:00,6179.7998046875,6323.60009765625,6179.7998046875,6292.7001953125,747302000,0.0,0.0
2020-07-16 00:00:00+01:00,6292.7001953125,6296.7998046875,6227.2998046875,6250.7001953125,521796200,0.0,0.0
2020-07-17 00:00:00+01:00,6250.7001953125,6293.7001953125,6230.0,6290.2998046875,687096800,0.0,0.0
2020-07-20 00:00:00+01:00,6290.2998046875,6297.60009765625,6222.2001953125,6261.5,494263500,0.0,0.0
2020-07-21 00:00:00+01:00,6261.5,6315.7001953125,6253.89990234375,6269.7001953125,753531600,0.0,0.0
2020-07-22 00:00:00+01:00,6269.7001953125,6271.0,6197.5,6207.10009765625,745230100,0.0,0.0
2020-07-23 00:00:00+01:00,6207.10009765625,6273.60009765625,6202.89990234375,6211.39990234375,605739200,0.0,0.0
2020-07-24 00:00:00+01:00,6211.39990234375,6211.39990234375,6099.10009765625,6123.7998046875,679819200,0.0,0.0
2020-07-27 00:00:00+01:00,6123.7998046875,6127.60009765625,6086.60009765625,6104.89990234375,704383900,0.0,0.0
2020-07-28 00:00:00+01:00,6104.89990234375,6149.89990234375,6083.7001953125,6129.2998046875,612575200,0.0,0.0
2020-07-29 00:00:00+01:00,6129.2998046875,6155.10009765625,6116.7001953125,6131.5,718093000,0.0,0.0
2020-07-30 00:00:00+01:00,6131.5,6145.7998046875,5924.7001953125,5990.0,1229813400,0.0,0.0
2020-07-31 00:00:00+01:00,5990.0,6046.2998046875,5897.7998046875,5897.7998046875,1007598800,0.0,0.0
2020-08-03 00:00:00+01:00,5897.7998046875,6038.7998046875,5857.10009765625,6032.89990234375,948540800,0.0,0.0
2020-08-04 00:00:00+01:00,6032.89990234375,6056.5,5986.7998046875,6036.0,766666900,0.0,0.0
2020-08-05 00:00:00+01:00,6036.0,6111.5,6036.0,6104.7001953125,715558400,0.0,0.0
2020-08-06 00:00:00+01:00,6104.7001953125,6104.7001953125,5980.39990234375,6026.89990234375,629266500,0.0,0.0
2020-08-07 00:00:00+01:00,6026.89990234375,6046.0,5996.7001953125,6032.2001953125,540972400,0.0,0.0
2020-08-10 00:00:00+01:00,6032.2001953125,6099.5,6028.5,6050.60009765625,558064500,0.0,0.0
2020-08-11 00:00:00+01:00,6050.60009765625,6206.0,6050.60009765625,6154.2998046875,758790700,0.0,0.0
2020-08-12 00:00:00+01:00,6154.2998046875,6297.2001953125,6151.60009765625,6280.10009765625,680848000,0.0,0.0
2020-08-13 00:00:00+01:00,6280.10009765625,6280.10009765625,6185.60009765625,6185.60009765625,515765800,0.0,0.0
2020-08-14 00:00:00+01:00,6185.60009765625,6185.60009765625,6036.10009765625,6090.0,513442300,0.0,0.0
2020-08-17 00:00:00+01:00,6090.0,6140.2001953125,6061.5,6127.39990234375,500314600,0.0,0.0
2020-08-18 00:00:00+01:00,6127.39990234375,6162.7001953125,6062.60009765625,6076.60009765625,502242600,0.0,0.0
2020-08-19 00:00:00+01:00,6076.60009765625,6114.7998046875,6045.0,6112.0,425040900,0.0,0.0
2020-08-20 00:00:00+01:00,6112.0,6112.0,6009.60009765625,6013.2998046875,505170900,0.0,0.0
2020-08-21 00:00:00+01:00,6013.2998046875,6036.5,5948.7998046875,6001.89990234375,545211700,0.0,0.0
2020-08-24 00:00:00+01:00,6001.89990234375,6119.7998046875,6001.89990234375,6104.7001953125,452722200,0.0,0.0
2020-08-25 00:00:00+01:00,6104.7001953125,6173.5,6032.10009765625,6037.0,538992400,0.0,0.0
2020-08-26 00:00:00+01:00,6037.0,6050.7998046875,5992.2001953125,6045.60009765625,405657200,0.0,0.0
2020-08-27 00:00:00+01:00,6045.60009765625,6062.5,6000.0,6000.0,496427000,0.0,0.0
2020-08-28 00:00:00+01:00,6000.0,6033.0,5962.5,5963.60009765625,928308900,0.0,0.0
2020-09-01 00:00:00+01:00,5963.60009765625,5972.5,5824.0,5862.10009765625,1041226100,0.0,0.0
2020-09-02 00:00:00+01:00,5862.10009765625,5974.7001953125,5862.10009765625,5941.0,670603500,0.0,0.0
2020-09-03 00:00:00+01:00,5941.0,5996.2001953125,5838.0,5850.89990234375,698951400,0.0,0.0
2020-09-04 00:00:00+01:00,5850.89990234375,5904.2001953125,5778.39990234375,5799.10009765625,672211400,0.0,0.0
2020-09-07 00:00:00+01:00,5799.10009765625,5946.89990234375,5798.5,5937.39990234375,542562600,0.0,0.0
2020-09-08 00:00:00+01:00,5937.39990234375,5985.2998046875,5868.89990234375,5930.2998046875,741088100,0.0,0.0
2020-09-09 00:00:00+01:00,5930.2998046875,6031.2998046875,5923.39990234375,6012.7998046875,670411100,0.0,0.0
2020-09-10 00:00:00+01:00,6012.7998046875,6028.7998046875,5950.60009765625,6003.2998046875,602947200,0.0,0.0
2020-09-11 00:00:00+01:00,6003.2998046875,6057.7001953125,5992.89990234375,6032.10009765625,532206600,0.0,0.0
2020-09-14 00:00:00+01:00,6032.10009765625,6080.0,6011.7998046875,6026.2998046875,599027600,0.0,0.0
2020-09-15 00:00:00+01:00,6026.2998046875,6123.7001953125,6026.2001953125,6105.5,696475100,0.0,0.0
2020-09-16 00:00:00+01:00,6105.5,6119.2001953125,6057.60009765625,6078.5,712218600,0.0,0.0
2020-09-17 00:00:00+01:00,6078.5,6078.5,5998.7001953125,6049.89990234375,614989900,0.0,0.0
2020-09-18 00:00:00+01:00,6049.89990234375,6055.2001953125,6006.2998046875,6007.10009765625,1606438900,0.0,0.0
2020-09-21 00:00:00+01:00,6007.10009765625,6007.10009765625,5779.2001953125,5804.2998046875,989724600,0.0,0.0
2020-09-22 00:00:00+01:00,5804.2998046875,5871.2998046875,5794.5,5829.5,793986600,0.0,0.0
2020-09-23 00:00:00+01:00,5829.5,5974.89990234375,5829.5,5899.2998046875,745841800,0.0,0.0
2020-09-24 00:00:00+01:00,5899.2998046875,5899.2998046875,5805.2998046875,5822.7998046875,707125700,0.0,0.0
2020-09-25 00:00:00+01:00,5822.7998046875,5843.7001953125,5771.5,5842.7001953125,742745800,0.0,0.0
2020-09-28 00:00:00+01:00,5842.7001953125,5954.39990234375,5842.7001953125,5927.89990234375,915339300,0.0,0.0
2020-09-29 00:00:00+01:00,5927.89990234375,5927.89990234375,5862.89990234375,5897.5,677894800,0.0,0.0
2020-09-30 00:00:00+01:00,5897.5,5931.39990234375,5854.5,5866.10009765625,831982500,0.0,0.0
2020-10-01 00:00:00+01:00,5866.10009765625,5925.7998046875,5849.7998046875,5879.5,729252500,0.0,0.0
2020-10-02 00:00:00+01:00,5879.5,5902.10009765625,5809.60009765625,5902.10009765625,708115400,0.0,0.0
2020-10-05 00:00:00+01:00,5902.10009765625,5974.2001953125,5902.10009765625,5942.89990234375,637260500,0.0,0.0
2020-10-06 00:00:00+01:00,5942.89990234375,5971.5,5903.39990234375,5949.89990234375,911383000,0.0,0.0
2020-10-07 00:00:00+01:00,5949.89990234375,5977.2001953125,5929.2001953125,5946.2998046875,762006800,0.0,0.0
2020-10-08 00:00:00+01:00,5946.2998046875,6004.2001953125,5929.39990234375,5978.0,741665900,0.0,0.0
2020-10-09 00:00:00+01:00,5978.0,6040.5,5978.0,6016.7001953125,676779000,0.0,0.0
2020-10-12 00:00:00+01:00,6016.7001953125,6037.10009765625,5995.10009765625,6001.39990234375,600961600,0.0,0.0
2020-10-13 00:00:00+01:00,6001.39990234375,6008.0,5950.0,5969.7001953125,786877800,0.0,0.0
2020-10-14 00:00:00+01:00,5969.7001953125,6009.7998046875,5926.5,5935.10009765625,613220800,0.0,0.0
2020-10-15 00:00:00+01:00,5935.10009765625,5935.10009765625,5786.2001953125,5832.5,667215200,0.0,0.0
2020-10-16 00:00:00+01:00,5832.5,5933.7998046875,5832.5,5919.60009765625,669807200,0.0,0.0
2020-10-19 00:00:00+01:00,5919.60009765625,5959.7001953125,5872.0,5884.7001953125,522720700,0.0,0.0
2020-10-20 00:00:00+01:00,5884.7001953125,5915.5,5861.7998046875,5889.2001953125,576524900,0.0,0.0
2020-10-21 00:00:00+01:00,5889.2001953125,5903.39990234375,5769.60009765625,5776.5,632347400,0.0,0.0
2020-10-22 00:00:00+01:00,5776.5,5796.39990234375,5716.39990234375,5785.7001953125,664916300,0.0,0.0
2020-10-23 00:00:00+01:00,5785.7001953125,5885.39990234375,5781.7998046875,5860.2998046875,852798000,0.0,0.0
2020-10-26 00:00:00+00:00,5860.2998046875,5868.39990234375,5782.39990234375,5792.0,870052100,0.0,0.0
2020-10-27 00:00:00+00:00,5792.0,5806.2001953125,5728.2001953125,5729.0,756732600,0.0,0.0
2020-10-28 00:00:00+00:00,5729.0,5729.0,5525.5,5582.7998046875,1107558600,0.0,0.0
2020-10-29 00:00:00+00:00,5582.7998046875,5616.60009765625,5534.7001953125,5581.7998046875,964959700,0.0,0.0
2020-10-30 00:00:00+00:00,5581.7998046875,5593.39990234375,5534.10009765625,5577.2998046875,823613300,0.0,0.0
2020-11-02 00:00:00+00:00,5577.2998046875,5665.2998046875,5554.7001953125,5655.0,755064600,0.0,0.0
2020-11-03 00:00:00+00:00,5655.0,5787.60009765625,5655.0,5786.7998046875,803790300,0.0,0.0
2020-11-04 00:00:00+00:00,5786.7998046875,5885.7001953125,5711.2001953125,5883.2998046875,781517600,0.0,0.0
2020-11-05 00:00:00+00:00,5883.2998046875,5933.10009765625,5881.89990234375,5906.2001953125,900001200,0.0,0.0
2020-11-06 00:00:00+00:00,5906.2001953125,5950.2001953125,5858.5,5910.0,848478100,0.0,0.0
2020-11-09 00:00:00+00:00,5910.0,6258.2998046875,5910.0,6186.2998046875,2067706200,0.0,0.0
2020-11-10 00:00:00+00:00,6186.2998046875,6307.0,6180.5,6296.89990234375,1717346100,0.0,0.0
2020-11-11 00:00:00+00:00,6296.89990234375,6397.2998046875,6293.2001953125,6382.10009765625,1283397300,0.0,0.0
2020-11-12 00:00:00+00:00,6382.10009765625,6382.10009765625,6295.7998046875,6338.89990234375,1014492200,0.0,0.0
2020-11-13 00:00:00+00:00,6338.89990234375,6339.0,6280.39990234375,6316.39990234375,1010712500,0.0,0.0
2020-11-16 00:00:00+00:00,6316.39990234375,6463.5,6316.39990234375,6421.2998046875,1293581100,0.0,0.0
2020-11-17 00:00:00+00:00,6421.2998046875,6424.5,6309.0,6365.2998046875,1225248200,0.0,0.0
2020-11-18 00:00:00+00:00,6365.2998046875,6395.89990234375,6326.7001953125,6385.2001953125,979740000,0.0,0.0
2020-11-19 00:00:00+00:00,6385.2001953125,6385.2001953125,6314.2998046875,6334.39990234375,929024200,0.0,0.0
2020-11-20 00:00:00+00:00,6334.39990234375,6386.7001953125,6324.60009765625,6351.5,821112500,0.0,0.0
2020-11-23 00:00:00+00:00,6351.5,6392.10009765625,6325.2001953125,6333.7998046875,943708400,0.0,0.0
2020-11-24 00:00:00+00:00,6333.7998046875,6432.39990234375,6333.7001953125,6432.2001953125,1301560700,0.0,0.0
2020-11-25 00:00:00+00:00,6432.2001953125,6468.7001953125,6375.2998046875,6391.10009765625,1129314000,0.0,0.0
2020-11-26 00:00:00+00:00,6391.10009765625,6412.7001953125,6349.5,6362.89990234375,736272500,0.0,0.0
2020-11-27 00:00:00+00:00,6362.89990234375,6375.89990234375,6302.2001953125,6367.60009765625,1448127900,0.0,0.0
2020-11-30 00:00:00+00:00,6367.60009765625,6404.0,6266.2001953125,6266.2001953125,1355075300,0.0,0.0
2020-12-01 00:00:00+00:00,6266.2001953125,6400.2001953125,6263.60009765625,6384.7001953125,839858300,0.0,0.0
2020-12-02 00:00:00+00:00,6384.7001953125,6468.60009765625,6367.5,6463.39990234375,936842800,0.0,0.0
2020-12-03 00:00:00+00:00,6463.39990234375,6491.5,6430.2998046875,6490.2998046875,943214500,0.0,0.0
2020-12-04 00:00:00+00:00,6490.2998046875,6559.2001953125,6489.7998046875,6550.2001953125,1073110600,0.0,0.0
2020-12-07 00:00:00+00:00,6550.2001953125,6601.10009765625,6519.7998046875,6555.39990234375,1058250500,0.0,0.0
2020-12-08 00:00:00+00:00,6555.39990234375,6567.60009765625,6518.39990234375,6558.7998046875,758186800,0.0,0.0
2020-12-09 00:00:00+00:00,6558.7998046875,6623.0,6558.7998046875,6564.2998046875,769345300,0.0,0.0
2020-12-10 00:00:00+00:00,6564.2998046875,6640.7001953125,6561.10009765625,6599.7998046875,1109877200,0.0,0.0
2020-12-11 00:00:00+00:00,6599.7998046875,6607.39990234375,6520.5,6546.7998046875,1069085700,0.0,0.0
2020-12-14 00:00:00+00:00,6546.7998046875,6583.7001953125,6524.7001953125,6531.7998046875,870265400,0.0,0.0
