Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-22 00:00:00+05:30,30822.779296875,31107.91015625,30474.880859375,30672.58984375,20600,0.0,0.0
2020-05-26 00:00:00+05:30,30864.26953125,31086.69921875,30512.140625,30609.30078125,188300,0.0,0.0
2020-05-27 00:00:00+05:30,30793.109375,31660.599609375,30525.6796875,31605.220703125,20500,0.0,0.0
2020-05-28 00:00:00+05:30,31827.80078125,32267.23046875,31641.76953125,32200.58984375,27500,0.0,0.0
2020-05-29 00:00:00+05:30,32041.2890625,32480.51953125,31823.80078125,32424.099609375,37100,0.0,0.0
2020-06-01 00:00:00+05:30,32906.05078125,33673.828125,32876.55078125,33303.51953125,22900,0.0,0.0
2020-06-02 00:00:00+05:30,33450.19140625,33866.62890625,33301.2890625,33825.53125,75600,0.0,0.0
2020-06-03 00:00:00+05:30,34185.41015625,34488.69140625,34027.5,34109.5390625,18400,0.0,0.0
2020-06-04 00:00:00+05:30,34072.5,34310.140625,33711.23828125,33980.69921875,17900,0.0,0.0
2020-06-05 00:00:00+05:30,34198.55078125,34405.4296875,33958.01953125,34287.23828125,24600,0.0,0.0
2020-06-08 00:00:00+05:30,34841.171875,34927.80078125,34211.828125,34370.578125,25700,0.0,0.0
2020-06-09 00:00:00+05:30,34520.7890625,34811.2890625,33881.19140625,33956.69140625,19200,0.0,0.0
2020-06-10 00:00:00+05:30,34029.140625,34350.171875,33949.4609375,34247.05078125,15500,0.0,0.0
2020-06-11 00:00:00+05:30,34214.69140625,34219.390625,33480.421875,33538.37109375,20900,0.0,0.0
2020-06-12 00:00:00+05:30,32436.689453125,33856.26953125,32348.099609375,33780.890625,23000,0.0,0.0
2020-06-15 00:00:00+05:30,33670.55078125,33670.55078125,32923.73828125,33228.80078125,18400,0.0,0.0
2020-06-16 00:00:00+05:30,33853.71875,34022.01171875,32953.30078125,33605.21875,27400,0.0,0.0
2020-06-17 00:00:00+05:30,33438.30859375,33933.66015625,33332.9609375,33507.921875,20200,0.0,0.0
2020-06-18 00:00:00+05:30,33371.51953125,34276.01171875,33371.51953125,34208.05078125,21200,0.0,0.0
2020-06-19 00:00:00+05:30,34335.37890625,34848.37109375,34136.390625,34731.73046875,27900,0.0,0.0
2020-06-22 00:00:00+05:30,34892.03125,35213.51953125,34794.3984375,34911.3203125,25100,0.0,0.0
2020-06-23 00:00:00+05:30,35015.73046875,35482.16015625,34843.69140625,35430.4296875,25200,0.0,0.0
2020-06-24 00:00:00+05:30,35679.73828125,35706.55078125,34794.9296875,34868.98046875,26600,0.0,0.0
2020-06-25 00:00:00+05:30,34525.390625,35081.609375,34499.78125,34842.1015625,24600,0.0,0.0
2020-06-26 00:00:00+05:30,35144.78125,35254.87890625,34910.33984375,35171.26953125,24800,0.0,0.0
2020-06-29 00:00:00+05:30,34926.94921875,35032.359375,34662.05859375,34961.51953125,18300,0.0,0.0
2020-06-30 00:00:00+05:30,35168.30078125,35233.91015625,34812.80078125,34915.80078125,18500,0.0,0.0
2020-07-01 00:00:00+05:30,35009.58984375,35467.23046875,34927.19921875,35414.44921875,19400,0.0,0.0
2020-07-02 00:00:00+05:30,35604.0,36014.921875,35595.359375,35843.69921875,20600,0.0,0.0
2020-07-03 00:00:00+05:30,36025.37890625,36110.2109375,35872.37890625,36021.421875,16500,0.0,0.0
2020-07-06 00:00:00+05:30,36313.4609375,36661.66015625,36254.01953125,36487.28125,22300,0.0,0.0
2020-07-07 00:00:00+05:30,36660.3515625,36723.26953125,36271.08984375,36674.51953125,20600,0.0,0.0
2020-07-08 00:00:00+05:30,36738.37890625,36828.4296875,36234.171875,36329.01171875,24800,0.0,0.0
2020-07-09 00:00:00+05:30,36450.69140625,36806.30078125,36422.30078125,36737.69140625,17400,0.0,0.0
2020-07-10 00:00:00+05:30,36555.12890625,36748.890625,36401.109375,36594.328125,20900,0.0,0.0
2020-07-13 00:00:00+05:30,36880.66015625,37024.19921875,36533.9609375,36693.69140625,16500,0.0,0.0
2020-07-14 00:00:00+05:30,36517.28125,36538.1015625,35877.421875,36033.05859375,14100,0.0,0.0
2020-07-15 00:00:00+05:30,36314.76171875,36810.25,35894.9609375,36051.80859375,23500,0.0,0.0
2020-07-16 00:00:00+05:30,36401.19921875,36524.62109375,36038.41015625,36471.6796875,18500,0.0,0.0
2020-07-17 00:00:00+05:30,36547.75,37125.98046875,36512.921875,37020.140625,16500,0.0,0.0
2020-07-20 00:00:00+05:30,37409.03125,37478.87109375,37185.78125,37418.98828125,20100,0.0,0.0
2020-07-21 00:00:00+05:30,37823.609375,37990.55078125,37742.05078125,37930.328125,22700,0.0,0.0
2020-07-22 00:00:00+05:30,38178.0703125,38199.26953125,37601.62109375,37871.51953125,22300,0.0,0.0
2020-07-23 00:00:00+05:30,37814.921875,38225.03125,37738.58984375,38140.46875,19600,0.0,0.0
2020-07-24 00:00:00+05:30,37949.58984375,38235.73046875,37748.41015625,38128.8984375,19900,0.0,0.0
2020-07-27 00:00:00+05:30,38275.33984375,38275.33984375,37769.44140625,37934.73046875,18600,0.0,0.0
2020-07-28 00:00:00+05:30,38052.1796875,38554.71875,37998.12890625,38492.94921875,15500,0.0,0.0
2020-07-29 00:00:00+05:30,38427.1484375,38617.03125,37884.41015625,38071.12890625,17600,0.0,0.0
2020-07-30 00:00:00+05:30,38262.828125,38413.80859375,37678.421875,37736.0703125,14800,0.0,0.0
2020-07-31 00:00:00+05:30,37847.87890625,37897.78125,37431.6796875,37606.890625,20200,0.0,0.0
2020-08-03 00:00:00+05:30,37595.73046875,37596.01953125,36911.23046875,36939.6015625,14300,0.0,0.0
2020-08-04 00:00:00+05:30,37092.859375,37745.6015625,36987.73046875,37687.91015625,15100,0.0,0.0
